Class,ReviewTitle,ReviewText
2,Little America,"This book was an interesting reading for me. It was one of the best school readings I have been assigned. It was a up front look at a man looking to uncover his fathers past. His style of writing was upfront and direct. We did not feel compelled to censor his minds work of placing swear words in the text where needed, or being vague about intimate love sessions that had taken place. I most enjoyed the idea of the go-cart club. The inventiveness of having this club to lure in the king is one of the most original ideas that I have read in a long while. The book also has a sense of being a bit personal. I do not know Henry Bromell, only that he is good friends with ny english teacher, but from reading this book I have a sense that I know a little about him. That is why I believe people write books, is to allow the readers to have a brief glimpse inside the authors mind and life. He has, in my opinion, succeeded in doing so with Little America."
1,Disappointing,"Fine as an introduction to Duncan, but not for serious study. At best, this is a ""Greatest Hits"" record--though that said, it's a bit like buying Bob Dylan's Greatest Hits. It's good in that it touches every portion of his career, but since Duncan worked so fiercely in the poetics of the series and the idea of ""the book of poetry,"" ultimately it leaves the reader wanting."
1,Bad quality zipper,"We outgrew our 8x8 tents with the kids, so we bought this tent preparing for our next camp trip. We test it out at our back yard right after we bought it. It's easy to set up, and roommy. However, the zippers are done in very low end quality. The window zippers work ok, but both the door zipper did not work well! The mesh zipper will open up after you zipped it. The door zipper is not well stiched on one side! And it's hard to zip it around.We are return it back to the store tomorrow!"
1,what i thought about this tent,i bought this tent brand new and had it for one year and opened it up one time to put it up and brought on a fishing trip and the string thats in the tent poles broke in 3 places. and the zippers are terrible always get caught.its roomy but its cheap!
2,Amazon shipping,This rice cooker works great. My only complaint is with Amazon. This is the 2nd non-book item I've ordered from Amazon and I don't understand why these items are only shipped in their mfg packaging with no exterior boxing. Thankfully this item arrived in good shape. This is something to think about when ordering non-book items from Amazon.
2,Good Anime,"If your a fan of the games you will enjoy the anime watching the familiar characters I like the dubbing I am a dubb person I perfer it, so its rare I ever complaint about it. Good series having played the games you will enjoy it more. Art style is diffrent its a good different nice change . For the price I paid 13 bucks its worth it"
1,I'd rather stick razors into my mouth,"Maybe it was my bad to buy a knockoff product that was so cheap. Compared to Gum brand picks, Doctor's BrushPicks are unusable. The picks have no flexibility or give. Maybe I could use them to clean out tiny metal machine parts."
2,Best band of all time,This Dvd is amazing. Braid is rock at its finest. If you get a chance you must see them on their reunion tour. The extras are hands down the best on any live dvd I have seen. This knocked the Impossibles Never Say Goodbye Dvd out of my player finally.
2,well written and complete but a little dated,"this book was written before the pci express standard was ratified so much of the information is speculative. nevertheless, it is well written and complete."
1,Smells Sweaty,"I USED to LOVE this perfume and used for years. But the last two times I bought it from Perfume World or I give someone to use, I have noticed that it smells worse than sweat - horrible. I don鈥檛 believe this is the original perfume. Something somewhere is not right with it. But the original (real Paloma Picasso) was excellent. Everyone used to ask me what I was wearing and where to get it! My $60 down the drain! Next time will try to buy from Macys like I used to and see if I can get the original Paloma."
